openalex_id,doi,pmid,title,publication_year,abstract,abstract_chars,abstract_source,abstract_word_count,concepts,topics,mesh_headings,mesh_species,pub_types,is_primary_research,species_mesh,chemicals,model_mesh,qualifiers,mesh_major
https://openalex.org/W7169880636,https://doi.org/10.6084/m9.figshare.c.8606211.v1,,Single-cell transcriptomics reveals how Shenfu Qiangxin pill ameliorates HFpEF by modulating cardiac cellular heterogeneity,2026,"Abstract Background Heart failure with preserved ejection fraction (HFpEF) has currently emerged as a predominant and challenging subtype of heart failure, with high morbidity and mortality. However, the efficacy of current therapeutic strategies for HFpEF remains unsatisfactory. The traditional Chinese medicine formulation Shenfu Qiangxin pill (SFQX) ameliorates clinical symptoms in patients with heart failure, but its precise mechanisms for HFpEF remain to be elucidated. This study aimed to investigate the therapeutic potential of SFQX for HFpEF and to elucidate the mechanisms underlying its effects. Methods UPLC-Q-TOF-MS/MS analysis was performed to identify the major active ingredients of SFQX. The HFpEF mouse model was established using a high-fat diet and an Nω-Nitro-L-arginine methyl ester hydrochloride (L-NAME) to evaluate the therapeutic efficacy of SFQX. We employed an integrated approach combining single-cell RNA sequencing (scRNA-seq) with functional and molecular validation to characterize SFQX-induced changes in cardiac cellular composition, cell-state remodeling, and tissue-level phenotypes in HFpEF. Results We show that SFQX exerts therapeutic effects against HFpEF by coordinately modulating maladaptive cardiac cell subsets. Specifically, SFQX was associated with reprogramming of pathogenic immune cell polarization, normalization of fibroblast state heterogeneity, enhanced endothelial metabolic adaptability, and restoration of lymphatic endothelial homeostasis. These multicellular changes were accompanied by improved cardiac structure and function, reduced fibrosis and inflammation, enhanced lymphatic drainage capacity, and alleviated myocardial edema. Conclusion Our findings highlight the ability of SFQX, as a multicomponent agent, to precisely regulate the highly heterogeneous pathology of HFpEF at a network level. This work not only establishes a mechanistic link between holistic principles of traditional medicine and modern biology but also provides a novel theoretical basis for SFQX's efficacy in multifactorial diseases.",2077,openalex,272,Medicine:0.7831; Heart failure:0.6436; Heart failure with preserved ejection fraction:0.5421; Cardiac fibrosis:0.4431; Reprogramming:0.4401; Transcriptome:0.4078; Pharmacology:0.3982; Fibrosis:0.3895; Inflammation:0.3614; Therapeutic approach:0.3555; Cardiology:0.3523; Cardiovascular physiology:0.3222; Endothelium:0.3209; Immune system:0.3196; Bioinformatics:0.3147; Disease:0.3049; Myocardial fibrosis:0.2977; Cell:0.2958; Clinical trial:0.2879; Internal medicine:0.2792; Cardiac function curve:0.2678; Cardiac arrhythmia:0.2642; Ejection fraction:0.2602,,,,,,,,,,
https://openalex.org/W7135099744,https://doi.org/10.1093/ejhf/xuag034.014,,BET proteins link epigenetic remodeling to impaired autophagy in HFpEF,2026,"Abstract Background Cardiometabolic heart failure with preserved ejection fraction (cHFpEF) is a prevalent disease whose mechanisms remain poorly understood. Key biological processes such as autophagy appear to be heavily involved in the pathophysiology of the disease, with epigenetic modulators acting as a bridge between environmental stressors and transcriptional changes. Within this context, bromodomain and extraterminal domain (BET) proteins, functioning as epigenetic readers of acetylated histones, have attracted considerable interest as potential therapeutic targets to modulate maladaptive gene expression. The role of BET proteins in regulating cardiac autophagy remains largely unexplored. Here, we propose that BET proteins modulate autophagy in cHFpEF, and that their pharmacological inhibition restores autophagic flux and alleviates cardiac dysfunction. Methods An established experimental mouse model of cHFpEF combining metabolic and hemodynamic stress for 15 weeks was used in our study. To investigate autophagy regulation at the cellular level, we performed single nuclei RNA sequencing (snRNAseq) using the 10x Genomics platform. Chromatin immunoprecipitation sequencing (ChIP-seq) was conducted to evaluate histone modifications at autophagy-related gene loci and gene set enrichment analysis (GSEA) was performed using Reactome gene sets with significance determined by false discovery rate (FDR). Subsequently, cHFpEF and control mice were treated with either vehicle or the selective BET inhibitor RVX-208 (Apabetalone) for 21 days. Cardiac function was assessed by echocardiography, and expression of autophagy-related genes was quantified using a custom real-time PCR array. Cardiomyocytes exposed to metabolic stress (palmitic acid, PA) were used as an in vitro model mimicking cHFpEF. Results snRNAseq revealed a significant downregulation of autophagy-related genes in hearts from HFpEF mice compared to controls. Cell clustering identified a distinct subset of ventricular cardiomyocytes (CM) characterized by impaired autophagy, driven by activation of mTOR and calcineurin signaling pathways. This maladaptive response was associated with sustained oxidative stress and mitochondrial dynamics, fostering mitochondrial damage and eventually apoptosis highlighting a potential mechanistic link between defective autophagy and cardiomyocyte dysfunction in HfpEF (Figure 1). Epigenomic profiling demonstrated strong enrichment of active chromatin marks, particularly H3K27ac, recognized by BET proteins, at gene loci involved in autophagy and stress responses (Figure 2). Importantly, pharmacological BET inhibition with RVX-208 restored autophagy-related transcriptional programs in the cHFpEF myocardium and improved both diastolic function and exercise capacity. Conclusions Our study reveals a BET-driven epigenetic block of autophagy in cHFpEF, reversible by BET inhibition, highlighting FDA-approved BET inhibitors as potential therapies of cHFpEF.snRNAseq in HFpEF vs. Control heartsFor image description, please refer to the figure legend and surrounding text. ChIP of H3K27acFor image description, please refer to the figure legend and surrounding text.",3195,openalex,419,Bromodomain:0.8807; Epigenetics:0.7972; Autophagy:0.7355; Histone:0.5854; Biology:0.5673; Cell biology:0.5117; Chromatin:0.4498; Gene expression:0.4354; Chromatin immunoprecipitation:0.4351; BRD4:0.4336; Downregulation and upregulation:0.4314; Gene:0.4262; BET inhibitor:0.4091; Cellular model:0.4069; Heart failure:0.3909; Regulation of gene expression:0.387; Chromatin remodeling:0.349; Candidate gene:0.3376; microRNA:0.3265; Medicine:0.2969; Genetics:0.2765; Histone methylation:0.2764; Cellular stress response:0.2748; Cancer research:0.2741; Transcriptional regulation:0.2733; Phenotype:0.2728; Regulator:0.2694; Cardiac function curve:0.2656; Bioinformatics:0.2648; Protein turnover:0.2569,Protein Degradation and Inhibitors:0.9861; Autophagy in Disease and Therapy:0.0041; Histone Deacetylase Inhibitors Research:0.002,,,,,,,,,
https://openalex.org/W7164152085,https://doi.org/10.21203/rs.3.rs-9722472/v1,,Combined Semaglutide and Exercise Ameliorate HFpEF-Associated MASH: Multi-Omics Insights,2026,,0,,0,Medicine:0.738; Semaglutide:0.586; Internal medicine:0.5118; Endocrinology:0.4886; Lipid metabolism:0.4875; Heart failure:0.4808; Diastole:0.4794; Lipotoxicity:0.4705; Steatosis:0.4678; Steatohepatitis:0.432; Heart failure with preserved ejection fraction:0.4239; Ejection fraction:0.4095; Cardiac function curve:0.3986; Cholesterol:0.382; Downregulation and upregulation:0.321; Metabolic syndrome:0.3202; Cardiology:0.3086; Metabolomics:0.3006; Fatty liver:0.2896; Hepatocyte:0.2871; Cardioprotection:0.2724; Energy metabolism:0.25,Cardiovascular Function and Risk Factors:0.4349; Liver Disease Diagnosis and Treatment:0.415; Cardiovascular Disease and Adiposity:0.0368,,,,,,,,,
https://openalex.org/W7168130303,https://doi.org/10.1016/j.freeradbiomed.2026.07.020,42442433,Ferroptotic vulnerability drives cardiac fibrosis and diastolic dysfunction in diabetic HFpEF via a gut-associated Proline–PPARγ axis,2026,"BACKGROUND: Diabetic heart failure with preserved ejection fraction (HFpEF) is a metabolically driven syndrome characterized by diastolic dysfunction and progressive myocardial fibrosis, yet the cellular mechanisms linking metabolic stress to fibroblast maladaptation remain poorly defined. RESULTS: Using a high-fat diet combined with low-dose streptozotocin (HFD + STZ)-induced diabetic HFpEF mouse model, we observed significant hyperglycemia, insulin resistance, preserved ejection fraction, and marked diastolic dysfunction accompanied by severe myocardial fibrosis. Notably, diabetic HFpEF mice exhibited gut microbiota remodeling characterized by enrichment of Akkermansia muciniphila and elevated circulating L-proline levels. Broad-spectrum microbiota depletion alleviated cardiac fibrosis and diastolic impairment, whereas fecal microbiota transplantation from diabetic HFpEF donors recapitulated the pathological phenotype. Mechanistically, L-proline supplementation aggravated cardiac remodeling and induced ferroptotic cell death in cardiac fibroblasts, as indicated by decreased GPX4 and SLC7A11 and increased ACSL4 and TFR1 expression. Single-cell transcriptomic analysis revealed that proline-associated metabolic reprogramming preceded ferroptosis activation along the fibroblast trajectory under diabetic stress. Importantly, pharmacological inhibition of ferroptosis or fibroblast-specific activation of PPARγ signaling markedly attenuated myocardial fibrosis and improved diastolic function in diabetic HFpEF mice. Consistently, patients with diabetic HFpEF displayed increased A. muciniphila abundance and elevated serum L-proline levels, supporting translational relevance. CONCLUSIONS: Our findings identify cardiac fibroblast ferroptotic vulnerability as a key pathogenic mechanism in diabetic HFpEF and uncover a gut microbiota-associated proline-PPARγ-ferroptosis axis that drives myocardial fibrosis and diastolic dysfunction under diabetic metabolic stress. These results highlight a metabolically driven fibroblast-centered mechanism and provide potential therapeutic targets for diabetic HFpEF.",2124,pubmed,245,Medicine:0.7188; Internal medicine:0.6739; Akkermansia muciniphila:0.5832; Heart failure:0.5763; Fibrosis:0.5748; Diastole:0.5728; Diabetes mellitus:0.5585; Myocardial fibrosis:0.5319; Cardiac function curve:0.516; Heart failure with preserved ejection fraction:0.5051; Cardiac fibrosis:0.4999; Cardiology:0.4655; Ventricular remodeling:0.4018; Myocardial infarction:0.3816; Endocrinology:0.369; Ejection fraction:0.3524; Preload:0.351; Diastolic heart failure:0.3477; Diabetic cardiomyopathy:0.3366; Insulin resistance:0.3149; Cardiac dysfunction:0.3033; Ventricle:0.2556; Metabolic syndrome:0.25,Ferroptosis and cancer prognosis:0.9817; Cardiac Fibrosis and Remodeling:0.0028; GDF15 and Related Biomarkers:0.0025,,,Journal Article,True,,,,,
https://openalex.org/W7111847283,,,Catalpol Alleviates HFpEF via Inhibition of the S100A8-RAGE-NOX4 Inflammatory Axis in Murine Hearts,2025,"Yu Cao,1,* Sudan Li,2,* Yi Zhang,2 Menghua He,3 Yan Shen2 1Department of Geriatrics, Yueyang Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai University of Traditional Chinese Medicine, Shanghai, People’s Republic of China; 2Department of Cardiology, Yueyang Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai University of Traditional Chinese Medicine, Shanghai, People’s Republic of China; 3Department of Teaching Affairs, Yueyang Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai University of Traditional Chinese Medicine, Shanghai, People’s Republic of China*These authors contributed equally to this workCorrespondence: Yan Shen, Department of Cardiology, Yueyang Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai University of Traditional Chinese Medicine, Shanghai, People’s Republic of China, Email sheny26@126.comPurpose: This study aimed to elucidate the therapeutic effects of catalpol (CAT) on heart failure with preserved ejection fraction (HFpEF) and explore its underlying mechanisms.Methods: An HFpEF mouse model was established by combining a high-fat diet with N^ω^-nitro-L-arginine methyl ester administration, followed by CAT treatment for four weeks. Cardiac function was assessed by echocardiography, while histopathological changes were evaluated using hematoxylin–eosin and Masson’s trichrome staining. Network pharmacology and transcriptomic analyses were integrated to identify the core targets and signaling pathways of CAT in HFpEF. In vitro, H9C2 were stimulated with angiotensin II (Ang II), followed by CAT treatment, with recombinant rat S100A8 used to specifically activate the TLR4/RAGE pathway. Western blotting (WB) and quantitative real-time PCR were performed to validate the predicted signaling mechanisms both in vivo and in vitro.Results: In vivo, CAT markedly improved multiple pathological and functional abnormalities in HFpEF mice, including obesity, glucose intolerance, hypertension, diastolic dysfunction, myocardial inflammation, and fibrosis. Integrated network pharmacology and transcriptomic analyses consistently identified the RAGE signaling pathway as the key pathway of CAT. Molecular docking revealed strong binding affinities between CAT and S100A8, RAGE, NOX4, ERK1, and MMP2. WB results further demonstrated that CAT significantly downregulated the S100A8/RAGE/NOX4 axis and its downstream effector MMP2 in cardiac tissue. In vitro, CAT alleviated Ang II–induced cardiomyocyte hypertrophy, reduced the expression of inflammatory cytokines (TNF-α, IL-1β, IL-6) and the heart failure marker ANP, and inhibited S100A8, RAGE, and NOX4 protein levels. Notably, recombinant S100A8 activation weakened the protective effects of CAT.Conclusion: CAT exerts cardioprotective effects against HFpEF by suppressing myocardial inflammation and fibrosis through modulation of the S100A8/RAGE/NOX4 signaling axis and its downstream effectors. Keywords: catalpol, heart failure with preserved ejection fraction, network pharmacology, S100A8-RAGE-NOX4 axis, transcriptomics",3112,openalex,395,Medicine:0.6751; Traditional Chinese medicine:0.5601; Heart failure:0.5428; Pharmacology:0.4899; Traditional medicine:0.4647; In vivo:0.4585; Ejection fraction:0.4241; Catalpol:0.4241; Cardiac function curve:0.39; Western blot:0.3895; Astragalus:0.375; Western medicine:0.3703; Blot:0.3647; Angiotensin II:0.3645; Internal medicine:0.3529; Diastolic function:0.3483; Signal transduction:0.3383; Function (biology):0.3353; Ventricular remodeling:0.322; Pathological:0.2946; Therapeutic effect:0.2777; Subgroup analysis:0.2701; Transcriptome:0.2602,S100 Proteins and Annexins:0.625; Advanced Glycation End Products research:0.045; NF-κB Signaling Pathways:0.0402,,,,,,,,,
https://openalex.org/W7166460759,https://doi.org/10.1093/ejhf/xuag193.1467,,Integrated multi-omics reveals epigenetic control of renal damage in HFpEF,2026,"Abstract Introduction Heart failure with preserved ejection fraction (HFpEF) represents a major and growing global health burden driven by ageing, obesity, and cardiometabolic comorbidities. Lifestyle and environmental exposures are central to HFpEF pathogenesis and are known to exert their long-term effects through epigenetic mechanisms. However, how epigenetic regulation contributes to renal dysfunction, a key determinant of outcome in HFpEF, remains largely unexplored. Methods A well-established two-hit mouse model of cmHFpEF was generated by combining a high-fat diet (60 kcal% fat) with L-NAME in drinking water (0.5 g/L) for 15 weeks. Controls received normal diet (10 kcal% fat) and vehicle. Renal phenotyping included: (i) functional assessment via plasma creatinine, cystatin C, and galectin-3; (ii) structural analysis by H&E, Masson’s Trichrome and PAS staining; (iii) molecular profiling by RNA-seq and proteomics; and (iv) epigenetic mapping using CUT&RUN to define chromatin accessibility and BET protein occupancy. Results HFpEF mice exhibited a significant and progressive reduction in transdermal GFR compared with controls, indicating early renal functional impairment. This was accompanied by increased plasma levels of renal dysfunction markers, including cystatin C and creatinine, alongside elevated inflammatory mediators. Histological analyses revealed marked kidney injury characterised by tubular damage, glomerular hypertrophy, increased interstitial fibrosis, and evidence of endothelial disruption (Figure 1A). Integrated transcriptomic and proteomic profiling of renal tissue demonstrated coordinated activation of pro-inflammatory (NF-κB, cytokine signalling), pro-fibrotic (TGF-β/SMAD, extracellular matrix organisation), and oxidative stress pathways, together with suppression of metabolic and mitochondrial programmes, including fatty acid oxidation and peroxisome-related pathways (Figure 1B). Chromatin profiling identified increased BRD2- and BRD4-associated occupancy at regulatory regions of genes governing inflammation, fibrosis, and metabolic regulation, providing a direct epigenetic link between cardiometabolic stress and maladaptive renal remodelling (Figure 2). Conclusions HFpEF-associated renal dysfunction represents a lifestyle-driven, epigenetically programmed form of kidney injury rather than an inevitable consequence of ageing or haemodynamic stress. By integrating functional, structural, and multi-omic profiling, we identify bromodomain-dependent regulatory networks as central drivers of renal damage, providing a mechanistic bridge between cardiometabolic risk and kidney failure. These findings support epigenetic modulation as a clinically translatable strategy to preserve renal function and improve outcomes in patients with HFpEF.For image description, please refer to the figure legend and surrounding text.For image description, please refer to the figure legend and surrounding text.",2959,openalex,374,Epigenetics:0.7553; Cystatin C:0.7406; Medicine:0.6963; Heart failure with preserved ejection fraction:0.5819; Kidney:0.5097; Heart failure:0.476; Oxidative stress:0.4638; Extracellular matrix:0.4111; Endocrinology:0.4033; Acute kidney injury:0.3907; Internal medicine:0.3816; Pathogenesis:0.3753; Bioinformatics:0.3624; Chromatin:0.3323; Cardiorenal syndrome:0.3267; Inflammation:0.3241; Transcriptome:0.3194; Chromatin remodeling:0.3122; Cystatin:0.3083; Cancer research:0.2674; Ejection fraction:0.2665; Proteostasis:0.2665; Fibrosis:0.2642; Pathology:0.2615; End stage renal disease:0.2597; Glomerulosclerosis:0.2581; Cell biology:0.255; Phenotype:0.2524; Epigenesis:0.2507,"Cardiovascular Function and Risk Factors:0.3143; Chronic Kidney Disease and Diabetes:0.3046; Birth, Development, and Health:0.0677",,,,,,,,,
https://openalex.org/W7166440557,https://doi.org/10.1093/ejhf/xuag193.100,,Epigenetic BET protein signaling drives autophagy dysfunction in HFpEF,2026,"Abstract Background Cardiometabolic heart failure with preserved ejection fraction (cHFpEF) is a prevalent condition with poorly defined molecular mechanisms. Impaired autophagy has emerged as a key contributor to disease progression, while epigenetic regulators may link environmental stressors to maladaptive gene expression. Bromodomain and extraterminal domain (BET) proteins act as epigenetic readers of acetylated histones and represent promising therapeutic targets; however, their role in cardiac autophagy regulation remains largely unknown. We hypothesized that BET proteins contribute to autophagy dysregulation in cHFpEF and that pharmacological BET inhibition restores autophagic flux and cardiac function. Methods An established mouse model of cHFpEF induced by combined metabolic and hemodynamic stress for 15 weeks was used. Autophagy-related transcriptional changes were assessed using single-nucleus RNA sequencing (snRNA-seq; 10x Genomics). Chromatin immunoprecipitation sequencing (ChIP-seq) was performed to evaluate histone modifications at autophagy-associated gene loci, and pathway-level changes were analyzed by gene set enrichment analysis (GSEA) using Reactome gene sets with false discovery rate (FDR) correction. cHFpEF and control mice were subsequently treated for 21 days with vehicle or the selective BET inhibitor RVX-208 (Apabetalone). Cardiac function was assessed by echocardiography, and autophagy-related gene expression was quantified using a custom real-time PCR array. Cardiomyocytes exposed to palmitic acid were used as an in vitro model of metabolic stress. Results snRNA-seq revealed a significant downregulation of autophagy-related genes in cHFpEF hearts compared with controls. Clustering analysis identified a distinct subset of ventricular cardiomyocytes with impaired autophagy, characterized by activation of mTOR and calcineurin signaling, sustained oxidative stress, altered mitochondrial dynamics, and increased apoptotic signaling. Epigenomic profiling demonstrated enrichment of active chromatin marks, particularly H3K27ac, at autophagy- and stress-responsive gene loci, consistent with BET-dependent transcriptional regulation. Importantly, BET inhibition with RVX-208 restored autophagy-related transcriptional programs and significantly improved diastolic function and exercise capacity. Conclusions These findings identify a BET-driven epigenetic mechanism regulating autophagy in cHFpEF and demonstrate that pharmacological BET inhibition restores autophagic signaling and improves cardiac function, supporting BET proteins as therapeutic targets in HFpEF.Molecular phenotyping of HFpEF miceFor image description, please refer to the figure legend and surrounding text.Chromatin remodeling in HFpEFFor image description, please refer to the figure legend and surrounding text.",2841,openalex,354,Bromodomain:0.804; Epigenetics:0.7406; Autophagy:0.6533; Biology:0.5356; Histone:0.5183; Cell biology:0.4476; BRD4:0.4387; Downregulation and upregulation:0.409; Gene expression:0.3939; Chromatin:0.374; Heart failure:0.3732; Chromatin immunoprecipitation:0.3615; BET inhibitor:0.3528; Regulation of gene expression:0.3413; Gene:0.3175; Gene expression profiling:0.3128; PI3K/AKT/mTOR pathway:0.3128; Epigenomics:0.3085; Cancer research:0.3072; Medicine:0.3069; Gene knockdown:0.3069; Cardiac function curve:0.2927; Hypermetabolism:0.2836; Mitochondrial biogenesis:0.2765; Molecular biology:0.2729; Mitochondrion:0.2719; Histone methylation:0.2651; Heart failure with preserved ejection fraction:0.2626; Endocrinology:0.2604; Histone methyltransferase:0.2578; Candidate gene:0.2576; Chromatin remodeling:0.2558; Ventricular remodeling:0.2504,Protein Degradation and Inhibitors:0.9359; Autophagy in Disease and Therapy:0.0179; Histone Deacetylase Inhibitors Research:0.0097,,,,,,,,,
https://openalex.org/W4416060572,https://doi.org/10.1093/eurheartj/ehaf784.1030,,Multicellular trajectories leading to subclinical diastolic dysfunction and HFpEF progression in cardiometabolic comorbidities,2025,"Abstract Background and purpose Heart failure with preserved ejection fraction (HFpEF) is linked to multiple comorbidities that often coexist, making it challenging to disentangle their individual contributions to diastolic dysfunction (DD) and to HFpEF progression. This study investigated the cellular and molecular patterns associated with subclinical DD across diverse HFpEF comorbidities and whether mid-life correction of the underlying comorbidity improved diastolic function. Methods Mouse models for HFpEF comorbidities—obesity (high-fat diet, OB), systemic arterial hypertension (high-salt diet, SAH), sleep apnea (chronic intermittent hypoxia, CIH), hyperglycemia (streptozotocin, HG), and aging (control, CTL)—were used. Cardiac function was assessed by echocardiography. Single nuclei RNA-seq (snRNA-seq) was performed on LV samples at 25 (HG, CTL) and 50 weeks (OB, SAH, CIH, CTL), coinciding with the onset of relaxation impairment in each group. Results OB mice exhibited a transcriptional shift in cardiomyocytes, indicating a stressed state, with increased expression of glucocorticoid receptor (GR) targets. Macrophages showed an M2-like phenotype, while fibroblasts displayed an increase in extracellular matrix genes expression. Mid-life removal of the high-fat diet improved LV relaxation, reduced expression of GR targets, and delayed the onset of HFpEF symptoms. In HG mice, cardiomyocytes displayed a similar transcriptional shift, increased GR target expression, and activation of FoxO signaling. Similarly to OB mice, macrophages exhibited an M2-like polarization, while fibroblasts showed increased expression of extracellular matrix genes. Endothelial cells demonstrated impaired angiogenic signaling. AKT activation, compensating for defective insulin signaling, reduced cardiac atrophy and decreased FoxO targets expression but neither reverted DD nor prevented the activation of GR signaling. In SAH mice, cardiomyocytes showed increased expression of mitochondrial genes, while macrophages exhibited an increased expression of CCR2. No significant changes were observed in endothelial cells or fibroblasts compared to control groups. Removal of the high-salt diet at 50 weeks did not revert DD or transcriptional changes, nor did it delay HFpEF symptoms. CIH mice exhibited a mild increase in stressed cardiomyocytes, with transcriptional changes overlapping with those of other groups, and no notable alterations in other cell types. Mid-life correction of the comorbidity had no significant effect on diastolic function or the progression to HFpEF. Conclusions Distinct molecular pathways underlie subclinical DD associated with each comorbidity. Cardiometabolic diseases such as obesity and hyperglycemia have a greater cellular and molecular impact on early DD compared to other comorbidities. While mid-life correction of obesity provides long-term benefits, similar interventions in SAH, CIH, and HG mice did not improve relaxation or delay HFpEF progression.",2998,openalex,404,Medicine:0.8848; Heart failure with preserved ejection fraction:0.7906; Internal medicine:0.7237; Diastole:0.6845; Heart failure:0.6595; Cardiology:0.5668; Endocrinology:0.5518; Subclinical infection:0.4969; Ejection fraction:0.4614; Diabetes mellitus:0.3908; Extracellular matrix:0.3755; Extracellular:0.3752; Diastolic heart failure:0.37; Comorbidity:0.3385; Atrophy:0.3357; Diastolic function:0.3279; Atrial fibrillation:0.3189; Cardiac function curve:0.3148; Type 2 diabetes:0.3047; Myocardial infarction:0.2693; Insulin:0.2613; Insulin resistance:0.261; Inflammation:0.2598,Cardiovascular Function and Risk Factors:0.9212; Cardiac Fibrosis and Remodeling:0.0226; Congenital heart defects research:0.0177,,,,,,,,,
https://openalex.org/W7161144602,https://doi.org/10.1093/cvr/cvag092.084,,Epigenetic control of renal dysfunction in HFpEF: chromatin remodeling as a driver of cardio-renal maladaptation,2026,"Abstract Background Heart failure with preserved ejection fraction (HFpEF) is a systemic cardiometabolic syndrome marked by chronic inflammation, endothelial dysfunction, and multi-organ crosstalk. Findings from large clinical trials such as PARAGON-HF, have underscored that renal impairment often precedes overt cardiac dysfunction and strongly predicts adverse outcomes. Despite major clinical advances, the molecular crosstalk translating metabolic stress into renal dysfunction remains elusive, with emerging evidence implicating epigenetic remodeling of chromatin architecture as a key integrator of metabolic and inflammatory signals. Here, we performed deep renal phenotyping in our HFpEF model to dissect how chromatin remodeling reshapes the renal transcriptome and phenotype, with particular focus on the involvement of BET family proteins as potential epigenetic mediators. Method A well-established two-hit mouse model of HFpEF was generated by combining a high-fat diet (60 kcal% fat) with L-NAME in the drinking water (0.5 g/L) for 15 weeks, while control mice received a standad diet (10 kcal% fat) and vehicle. Deep renal phenotyping included functional assessment of plasma creatinine, cystatin C, and galectin-3; structural evaluation through Collagen-1A1 immunostaining and PAS histochemistry; molecular profiling by RNA sequencing and proteomics; and epigenetic mapping using CUT&RUN to delineate chromatin accessibility and the genomic occupancy of BET family members, in particular BRD2 and BRD4. Results HFpEF mice exhibited marked renal impairment, reflected by significant elevations in plasma creatinine, cystatin C, and galectin-3. Histological analysis revealed pronounced tubular injury and interstitial fibrosis. Multi-omic integration of transcriptomic and proteomic datasets identified coordinated activation of pro-fibrotic and inflammatory signaling (TGF-β/SMAD, NF-κB). Epigenomic profiling by CUT&RUN revealed widespread chromatin reorganization with distinct redistribution of BRD2 and BRD4 binding across the genome. Both proteins exhibited strong enrichment at loci regulating TGF-β/SMAD, circadian (BMAL1/Clock), WNT, and PPAR-α signaling. Reactome pathway analysis highlighted convergence of these epigenetic changes on networks controlling extracellular-matrix remodeling, metabolic adaptation, and cell-stress responses. Collectively, these data delineate an epigenetically driven transcriptional program linking chromatin remodeling to lipotoxicity, inflammation, fibrosis, and metabolic stress in the HFpEF kidney. Conclusions BET-mediated epigenomic rewiring drives renal dysfunction in HFpEF. Our integrative molecular pipeline shows that chromatin remodeling by BRD2 and BRD4 shapes kidney programs of inflammation, fibrosis, and metabolic stress. By decoding the HFpEF–kidney axis, these findings outline a mechanistic basis for epigenetic therapies and support targeted interventions in high-risk cardio-renal phenotypes.",2972,openalex,377,Epigenetics:0.8378; Chromatin:0.6986; Biology:0.6541; Epigenomics:0.6449; Chromatin remodeling:0.5678; Maladaptation:0.5362; Transcriptome:0.438; Bioinformatics:0.4262; Cystatin C:0.3963; Heart failure with preserved ejection fraction:0.3949; Inflammation:0.3764; Kidney:0.3527; Acute kidney injury:0.3499; Epigenesis:0.3228; Phenotype:0.3181; Endocrinology:0.3032; Internal medicine:0.2987; Medicine:0.2938; Histone:0.2774; Heart failure:0.2677; Cell biology:0.2667; Pathology:0.2643; Cancer research:0.2626; Neuroscience:0.2552; Genome-wide association study:0.2535,Protein Degradation and Inhibitors:0.5565; Chromatin Remodeling and Cancer:0.0475; Histone Deacetylase Inhibitors Research:0.0422,,,,,,,,,
https://openalex.org/W4415792089,https://doi.org/10.1161/circ.152.suppl_3.4368244,,"Abstract 4368244: The effect of LCZ696 on cardiac function and structure in a novel, shortened cardio-metabolic mouse model of heart failure with preserved ejection fraction",2025,"Background: Current preclinical murine models for heart failure with preserved ejection fraction (HFpEF) require prolonged modeling periods, pose significant challenges to fast screening in drug development. In response, our study sought to develop a novel, shortened, multifactorial HFpEF mouse model that coupled obesity, hyperglycemia, hypertension and cardiac hypertrophy to closely mirrors the cardio-metabolic phenotypes observed in human patients. Methods: Diet-induced obesity (DIO) male mice were administered with angiotensin II (Ang II) for 4 weeks via osmotic mini pumps. LCZ696 (60mpk), a novel FDA-approved medicine in heart failure patients, was administrated (P.O., QD) one day after angiotensin II infusion for 4 weeks. Results: The adult (27 week-old) DIO male mice developed overt overweight and hyperglycemia. After 4-weeks infusion by Ang II, DIO mice were conducted with echocardiography to identify the left ventricle structural and functional alterations. Typical phenotypes as observed in human HFpEF patients, were detected in Ang II-induced DIO mice, for example, unchanged LVEF, elevated IVRT and increased heart weight and LVPWTs/d, indicating that the diastolic dysfunction and cardiac hypertrophy happened in the model mice. Post-life analysis, heart tissue collection and histopathalogical stainings revealed an increased level of cardiac fibrosis with infiltration of inflammatory cells. Blood chemistry analysis also revealed an upregulation in cardiac biomarker NT-proBNP and inflammatory biomarker IL-6. Administration of LCZ696 significantly attenuated the cardiometabolic abnormalities with restored diastolic function, reduced cardiac hypertrophy and myocardial fibrosis. Conclusion: We have successfully developed a rapid mouse model that closely mimics human HFpEF, with modeling time around 4 weeks and a robust validation using LCZ696, offering a fast, valuable new platform for advancing therapeutic development of HFpEF treatment.",1975,openalex,267,Medicine:0.9168; Heart failure:0.769; Internal medicine:0.752; Heart failure with preserved ejection fraction:0.6744; Ejection fraction:0.6498; Cardiology:0.6397; Diastole:0.6204; Ventricle:0.6201; Angiotensin II:0.5427; Cardiac function curve:0.5307; Muscle hypertrophy:0.4825; Cardiac hypertrophy:0.4372; Cardiac fibrosis:0.3967; Left ventricular hypertrophy:0.3871; Endocrinology:0.3767; Hypertensive heart disease:0.3681; Biomarker:0.3678; Fibrosis:0.3547; Diastolic heart failure:0.3542; Ventricular remodeling:0.3147; Overweight:0.3006; Stroke volume:0.2859; Renin–angiotensin system:0.2771; Cardiac output:0.274,Cardiovascular Function and Risk Factors:0.5434; Cardiac Fibrosis and Remodeling:0.133; Congenital heart defects research:0.0404,,,,,,,,,
